person_id,acct_id,target_id,target_type,platform,granted_at,granted_by,is_direct
ID-0081,acct-okt-ID-0081-1acb73,grp-okt-005,group,okta,2026-06-11T12:44:11.753005,system,True
ID-0081,acct-okt-ID-0081-1acb73,grp-okt-002,group,okta,2025-08-23T12:44:11.753005,system,True
ID-0081,acct-sal-ID-0081-092bfe,grp-sal-000,group,salesforce,2025-11-28T12:44:11.753005,system,True
ID-0082,acct-git-ID-0082-24e511,grp-git-002,group,github,2026-03-07T12:44:11.753005,system,True
ID-0082,acct-git-ID-0082-24e511,grp-git-007,group,github,2026-04-01T12:44:11.753005,system,True
ID-0082,acct-git-ID-0082-24e511,grp-git-000,group,github,2025-09-18T12:44:11.753005,system,True
ID-0082,acct-sal-ID-0082-7a7bcc,grp-sal-005,group,salesforce,2026-05-06T12:44:11.753005,system,True
ID-0082,acct-sal-ID-0082-7a7bcc,grp-sal-003,group,salesforce,2025-11-09T12:44:11.753005,system,True
ID-0082,acct-act-ID-0082-f5ba8c,grp-act-000,group,active_directory,2026-04-10T12:44:11.753005,system,True
ID-0082,acct-act-ID-0082-f5ba8c,grp-act-004,group,active_directory,2025-06-25T12:44:11.753005,system,True
ID-0082,acct-act-ID-0082-f5ba8c,grp-act-002,group,active_directory,2026-06-14T12:44:11.753005,system,True
ID-0083,acct-okt-ID-0083-c4da2e,grp-okt-000,group,okta,2026-01-31T12:44:11.753005,system,True
ID-0083,acct-aws-ID-0083-f462e9,grp-aws-009,group,aws_iam,2026-05-22T12:44:11.753005,system,True
ID-0083,acct-aws-ID-0083-f462e9,grp-aws-001,group,aws_iam,2025-10-07T12:44:11.753005,system,True
ID-0083,acct-aws-ID-0083-f462e9,grp-aws-007,group,aws_iam,2025-09-02T12:44:11.753005,system,True
ID-0083,acct-git-ID-0083-cb49e8,grp-git-001,group,github,2026-06-18T12:44:11.753005,system,True
ID-0083,acct-act-ID-0083-deb2c9,grp-act-007,group,active_directory,2026-04-04T12:44:11.753005,system,True
ID-0084,acct-aws-ID-0084-8843c2,grp-aws-009,group,aws_iam,2025-07-10T12:44:11.753005,system,True
ID-0084,acct-git-ID-0084-0b21c6,grp-git-006,group,github,2026-01-26T12:44:11.753005,system,True
ID-0084,acct-okt-ID-0084-db9bdd,grp-okt-007,group,okta,2026-01-15T12:44:11.753005,system,True
ID-0084,acct-okt-ID-0084-db9bdd,grp-okt-000,group,okta,2025-08-05T12:44:11.753005,system,True
ID-0084,acct-okt-ID-0084-db9bdd,grp-okt-005,group,okta,2026-02-15T12:44:11.753005,system,True
ID-0085,acct-sal-ID-0085-8e208d,grp-sal-000,group,salesforce,2025-06-29T12:44:11.753005,system,True
ID-0085,acct-sal-ID-0085-8e208d,grp-sal-001,group,salesforce,2026-06-15T12:44:11.753005,system,True
ID-0085,acct-aws-ID-0085-d43f25,grp-aws-004,group,aws_iam,2025-11-17T12:44:11.753005,system,True
ID-0085,acct-aws-ID-0085-d43f25,grp-aws-001,group,aws_iam,2025-10-11T12:44:11.753005,system,True
ID-0085,acct-aws-ID-0085-d43f25,grp-aws-003,group,aws_iam,2026-05-20T12:44:11.753005,system,True
ID-0086,acct-sal-ID-0086-622eb3,grp-sal-005,group,salesforce,2026-04-12T12:44:11.753005,system,True
ID-0086,acct-sal-ID-0086-622eb3,grp-sal-000,group,salesforce,2025-07-28T12:44:11.753005,system,True
ID-0086,acct-git-ID-0086-f686e4,grp-git-006,group,github,2026-02-18T12:44:11.753005,system,True
ID-0087,acct-okt-ID-0087-c6ffe8,grp-okt-002,group,okta,2026-04-26T12:44:11.753005,system,True
ID-0087,acct-sal-ID-0087-d33c81,grp-sal-003,group,salesforce,2026-03-05T12:44:11.753005,system,True
ID-0087,acct-sal-ID-0087-d33c81,grp-sal-000,group,salesforce,2025-10-31T12:44:11.753005,system,True
ID-0087,acct-aws-ID-0087-202bf2,grp-aws-001,group,aws_iam,2026-01-15T12:44:11.753005,system,True
ID-0087,acct-git-ID-0087-92639f,grp-git-005,group,github,2026-02-12T12:44:11.753005,system,True
ID-0088,acct-okt-ID-0088-b72821,grp-okt-008,group,okta,2026-04-09T12:44:11.753005,system,True
ID-0088,acct-okt-ID-0088-b72821,grp-okt-003,group,okta,2026-04-18T12:44:11.753005,system,True
ID-0088,acct-okt-ID-0088-b72821,grp-okt-001,group,okta,2026-06-13T12:44:11.753005,system,True
ID-0088,acct-sal-ID-0088-75f17b,grp-sal-006,group,salesforce,2025-08-01T12:44:11.753005,system,True
ID-0088,acct-act-ID-0088-db57d8,grp-act-004,group,active_directory,2025-07-24T12:44:11.753005,system,True
ID-0088,acct-act-ID-0088-db57d8,grp-act-001,group,active_directory,2025-11-04T12:44:11.753005,system,True
ID-0088,acct-act-ID-0088-db57d8,grp-act-000,group,active_directory,2026-04-15T12:44:11.753005,system,True
ID-0088,acct-git-ID-0088-7ff829,grp-git-000,group,github,2025-11-29T12:44:11.753005,system,True
ID-0088,acct-git-ID-0088-7ff829,grp-git-001,group,github,2025-10-08T12:44:11.753005,system,True
ID-0089,acct-okt-ID-0089-3f9cd8,grp-okt-007,group,okta,2025-08-08T12:44:11.753005,system,True
ID-0089,acct-okt-ID-0089-3f9cd8,grp-okt-002,group,okta,2026-02-14T12:44:11.753005,system,True
ID-0089,acct-aws-ID-0089-725332,grp-aws-008,group,aws_iam,2025-12-05T12:44:11.753005,system,True
ID-0089,acct-aws-ID-0089-725332,grp-aws-007,group,aws_iam,2026-04-10T12:44:11.753005,system,True
ID-0090,acct-sal-ID-0090-98fc66,grp-sal-004,group,salesforce,2025-10-05T12:44:11.753005,system,True
ID-0090,acct-sal-ID-0090-98fc66,grp-sal-003,group,salesforce,2026-01-06T12:44:11.753005,system,True
ID-0090,acct-act-ID-0090-908d77,grp-act-005,group,active_directory,2026-01-27T12:44:11.753005,system,True
ID-0091,acct-aws-ID-0091-a0afe4,grp-aws-008,group,aws_iam,2025-12-03T12:44:11.753005,system,True
ID-0091,acct-aws-ID-0091-a0afe4,grp-aws-000,group,aws_iam,2025-12-20T12:44:11.753005,system,True
ID-0091,acct-act-ID-0091-f2ee62,grp-act-005,group,active_directory,2025-09-04T12:44:11.753005,system,True
ID-0091,acct-act-ID-0091-f2ee62,grp-act-009,group,active_directory,2026-04-08T12:44:11.753005,system,True
ID-0091,acct-act-ID-0091-f2ee62,grp-act-000,group,active_directory,2025-09-04T12:44:11.753005,system,True
ID-0092,acct-act-ID-0092-23c1f0,grp-act-000,group,active_directory,2026-01-01T12:44:11.753005,system,True
ID-0092,acct-sal-ID-0092-89d5f2,grp-sal-005,group,salesforce,2026-04-05T12:44:11.753005,system,True
ID-0092,acct-sal-ID-0092-89d5f2,grp-sal-001,group,salesforce,2025-08-23T12:44:11.753005,system,True
ID-0092,acct-git-ID-0092-4c55ad,grp-git-001,group,github,2026-04-29T12:44:11.753005,system,True
ID-0092,acct-git-ID-0092-4c55ad,grp-git-002,group,github,2025-12-29T12:44:11.753005,system,True
ID-0093,acct-git-ID-0093-07e676,grp-git-005,group,github,2025-12-08T12:44:11.753005,system,True
ID-0093,acct-git-ID-0093-07e676,grp-git-001,group,github,2026-01-13T12:44:11.753005,system,True
ID-0093,acct-git-ID-0093-07e676,grp-git-007,group,github,2025-07-02T12:44:11.753005,system,True
ID-0093,acct-sal-ID-0093-92b517,grp-sal-000,group,salesforce,2025-09-02T12:44:11.753005,system,True
ID-0093,acct-sal-ID-0093-92b517,grp-sal-005,group,salesforce,2026-06-03T12:44:11.753005,system,True
ID-0093,acct-sal-ID-0093-92b517,grp-sal-004,group,salesforce,2026-03-18T12:44:11.753005,system,True
ID-0093,acct-okt-ID-0093-e4b867,grp-okt-009,group,okta,2026-04-08T12:44:11.753005,system,True
ID-0093,acct-aws-ID-0093-2cd159,grp-aws-005,group,aws_iam,2026-05-05T12:44:11.753005,system,True
ID-0093,acct-aws-ID-0093-2cd159,grp-aws-002,group,aws_iam,2025-06-22T12:44:11.753005,system,True
ID-0094,acct-aws-ID-0094-69b904,grp-aws-001,group,aws_iam,2025-11-17T12:44:11.753005,system,True
ID-0094,acct-aws-ID-0094-69b904,grp-aws-000,group,aws_iam,2026-03-26T12:44:11.753005,system,True
ID-0094,acct-sal-ID-0094-39223f,grp-sal-004,group,salesforce,2025-08-28T12:44:11.753005,system,True
ID-0094,acct-sal-ID-0094-39223f,grp-sal-003,group,salesforce,2025-07-21T12:44:11.753005,system,True
ID-0094,acct-okt-ID-0094-c46acd,grp-okt-001,group,okta,2026-02-06T12:44:11.753005,system,True
ID-0094,acct-okt-ID-0094-c46acd,grp-okt-000,group,okta,2026-04-27T12:44:11.753005,system,True
ID-0095,acct-act-ID-0095-600e9f,grp-act-007,group,active_directory,2025-11-09T12:44:11.753005,system,True
ID-0095,acct-act-ID-0095-600e9f,grp-act-000,group,active_directory,2026-03-31T12:44:11.753005,system,True
ID-0095,acct-act-ID-0095-600e9f,grp-act-006,group,active_directory,2026-05-23T12:44:11.753005,system,True
ID-0095,acct-sal-ID-0095-8c2285,grp-sal-003,group,salesforce,2025-09-16T12:44:11.753005,system,True
ID-0096,acct-act-ID-0096-727e8f,grp-act-002,group,active_directory,2026-05-06T12:44:11.753005,system,True
ID-0096,acct-act-ID-0096-727e8f,grp-act-000,group,active_directory,2026-01-20T12:44:11.753005,system,True
ID-0096,acct-git-ID-0096-390be8,grp-git-001,group,github,2025-07-28T12:44:11.753005,system,True
ID-0097,acct-git-ID-0097-a5c605,grp-git-006,group,github,2025-11-03T12:44:11.753005,system,True
ID-0097,acct-git-ID-0097-a5c605,grp-git-001,group,github,2026-05-28T12:44:11.753005,system,True
ID-0097,acct-git-ID-0097-a5c605,grp-git-002,group,github,2026-02-05T12:44:11.753005,system,True
ID-0097,acct-sal-ID-0097-764438,grp-sal-006,group,salesforce,2026-04-03T12:44:11.753005,system,True
ID-0097,acct-aws-ID-0097-2c5fda,grp-aws-005,group,aws_iam,2025-08-22T12:44:11.753005,system,True
ID-0098,acct-git-ID-0098-f1cfb0,grp-git-002,group,github,2026-03-26T12:44:11.753005,system,True
ID-0098,acct-git-ID-0098-f1cfb0,grp-git-000,group,github,2026-03-03T12:44:11.753005,system,True
ID-0098,acct-git-ID-0098-f1cfb0,grp-git-003,group,github,2026-03-13T12:44:11.753005,system,True
ID-0098,acct-sal-ID-0098-e12838,grp-sal-001,group,salesforce,2026-05-16T12:44:11.753005,system,True
ID-0098,acct-sal-ID-0098-e12838,grp-sal-004,group,salesforce,2026-05-06T12:44:11.753005,system,True
ID-0098,acct-sal-ID-0098-e12838,grp-sal-002,group,salesforce,2025-12-03T12:44:11.753005,system,True
ID-0098,acct-okt-ID-0098-92214c,grp-okt-007,group,okta,2026-04-05T12:44:11.753005,system,True
ID-0098,acct-okt-ID-0098-92214c,grp-okt-000,group,okta,2025-09-02T12:44:11.753005,system,True
ID-0098,acct-okt-ID-0098-92214c,grp-okt-006,group,okta,2025-08-22T12:44:11.753005,system,True
ID-0098,acct-act-ID-0098-2d11c7,grp-act-009,group,active_directory,2025-09-18T12:44:11.753005,system,True
ID-0099,acct-git-ID-0099-bb93cc,grp-git-005,group,github,2025-10-19T12:44:11.753005,system,True
ID-0099,acct-git-ID-0099-bb93cc,grp-git-007,group,github,2026-02-02T12:44:11.753005,system,True
ID-0099,acct-sal-ID-0099-dd12b2,grp-sal-006,group,salesforce,2026-02-23T12:44:11.753005,system,True
ID-0099,acct-sal-ID-0099-dd12b2,grp-sal-003,group,salesforce,2026-04-12T12:44:11.753005,system,True
ID-0099,acct-act-ID-0099-770657,grp-act-006,group,active_directory,2025-11-23T12:44:11.753005,system,True
ID-0099,acct-act-ID-0099-770657,grp-act-001,group,active_directory,2025-10-14T12:44:11.753005,system,True
ID-0100,acct-aws-ID-0100-658892,grp-aws-000,group,aws_iam,2026-02-12T12:44:11.753005,system,True
ID-0100,acct-aws-ID-0100-658892,grp-aws-002,group,aws_iam,2026-06-03T12:44:11.753005,system,True
ID-0100,acct-aws-ID-0100-658892,grp-aws-003,group,aws_iam,2025-10-29T12:44:11.753005,system,True
ID-0100,acct-act-ID-0100-d136a7,grp-act-005,group,active_directory,2026-04-17T12:44:11.753005,system,True
ID-0100,acct-act-ID-0100-d136a7,grp-act-007,group,active_directory,2025-07-06T12:44:11.753005,system,True
ID-0100,acct-sal-ID-0100-e55f01,grp-sal-001,group,salesforce,2025-12-25T12:44:11.753005,system,True
ID-0100,acct-sal-ID-0100-e55f01,grp-sal-003,group,salesforce,2026-03-28T12:44:11.753005,system,True
ID-0100,acct-okt-ID-0100-cca496,grp-okt-002,group,okta,2026-03-02T12:44:11.753005,system,True
ID-0101,acct-git-ID-0101-139dfe,grp-git-000,group,github,2026-01-14T12:44:11.753005,system,True
ID-0101,acct-git-ID-0101-139dfe,grp-git-001,group,github,2025-06-20T12:44:11.753005,system,True
ID-0101,acct-git-ID-0101-139dfe,grp-git-002,group,github,2025-06-21T12:44:11.753005,system,True
ID-0101,acct-act-ID-0101-58e3b6,grp-act-004,group,active_directory,2025-09-26T12:44:11.753005,system,True
ID-0101,acct-act-ID-0101-58e3b6,grp-act-003,group,active_directory,2025-08-04T12:44:11.753005,system,True
ID-0101,acct-okt-ID-0101-1b6c86,grp-okt-009,group,okta,2026-05-18T12:44:11.753005,system,True
ID-0101,acct-okt-ID-0101-1b6c86,grp-okt-004,group,okta,2025-12-29T12:44:11.753005,system,True
ID-0101,acct-okt-ID-0101-1b6c86,grp-okt-008,group,okta,2026-01-29T12:44:11.753005,system,True
ID-0102,acct-okt-ID-0102-2bb6c5,grp-okt-005,group,okta,2026-01-19T12:44:11.753005,system,True
ID-0102,acct-okt-ID-0102-2bb6c5,grp-okt-002,group,okta,2026-02-07T12:44:11.753005,system,True
ID-0102,acct-aws-ID-0102-97acc6,grp-aws-009,group,aws_iam,2025-07-28T12:44:11.753005,system,True
ID-0102,acct-aws-ID-0102-97acc6,grp-aws-003,group,aws_iam,2025-10-19T12:44:11.753005,system,True
ID-0102,acct-aws-ID-0102-97acc6,grp-aws-005,group,aws_iam,2025-07-11T12:44:11.753005,system,True
ID-0102,acct-act-ID-0102-87630f,grp-act-004,group,active_directory,2026-02-07T12:44:11.753005,system,True
ID-0102,acct-sal-ID-0102-e7abdd,grp-sal-000,group,salesforce,2026-01-13T12:44:11.753005,system,True
ID-0102,acct-sal-ID-0102-e7abdd,grp-sal-001,group,salesforce,2025-11-16T12:44:11.753005,system,True
ID-0102,acct-sal-ID-0102-e7abdd,grp-sal-002,group,salesforce,2026-01-01T12:44:11.753005,system,True
ID-0103,acct-git-ID-0103-52d5c0,grp-git-007,group,github,2025-07-06T12:44:11.753005,system,True
ID-0103,acct-act-ID-0103-f93721,grp-act-002,group,active_directory,2025-12-26T12:44:11.753005,system,True
ID-0103,acct-aws-ID-0103-3a98ad,grp-aws-005,group,aws_iam,2025-10-13T12:44:11.753005,system,True
ID-0104,acct-act-ID-0104-6b1095,grp-act-007,group,active_directory,2025-11-09T12:44:11.753005,system,True
ID-0104,acct-sal-ID-0104-f1cfc7,grp-sal-000,group,salesforce,2025-12-10T12:44:11.753005,system,True
ID-0104,acct-aws-ID-0104-926657,grp-aws-000,group,aws_iam,2026-02-12T12:44:11.753005,system,True
ID-0105,acct-aws-ID-0105-0e0cf9,grp-aws-000,group,aws_iam,2025-10-29T12:44:11.753005,system,True
ID-0105,acct-act-ID-0105-a3bd1d,grp-act-002,group,active_directory,2026-03-15T12:44:11.753005,system,True
ID-0105,acct-act-ID-0105-a3bd1d,grp-act-005,group,active_directory,2026-03-27T12:44:11.753005,system,True
ID-0105,acct-sal-ID-0105-61db6d,grp-sal-005,group,salesforce,2026-03-25T12:44:11.753005,system,True
ID-0106,acct-git-ID-0106-4dc632,grp-git-000,group,github,2025-12-07T12:44:11.753005,system,True
ID-0106,acct-git-ID-0106-4dc632,grp-git-007,group,github,2026-04-17T12:44:11.753005,system,True
ID-0106,acct-git-ID-0106-4dc632,grp-git-005,group,github,2025-09-12T12:44:11.753005,system,True
ID-0106,acct-okt-ID-0106-b58d57,grp-okt-000,group,okta,2025-09-26T12:44:11.753005,system,True
ID-0106,acct-okt-ID-0106-b58d57,grp-okt-004,group,okta,2026-02-01T12:44:11.753005,system,True
ID-0106,acct-okt-ID-0106-b58d57,grp-okt-006,group,okta,2025-08-05T12:44:11.753005,system,True
ID-0107,acct-act-ID-0107-3ddff8,grp-act-009,group,active_directory,2025-09-25T12:44:11.753005,system,True
ID-0107,acct-sal-ID-0107-678351,grp-sal-000,group,salesforce,2026-03-05T12:44:11.753005,system,True
ID-0107,acct-aws-ID-0107-c8581e,grp-aws-001,group,aws_iam,2025-10-01T12:44:11.753005,system,True
ID-0107,acct-aws-ID-0107-c8581e,grp-aws-009,group,aws_iam,2026-05-12T12:44:11.753005,system,True
ID-0107,acct-aws-ID-0107-c8581e,grp-aws-007,group,aws_iam,2026-04-29T12:44:11.753005,system,True
ID-0108,acct-git-ID-0108-e84dc6,grp-git-005,group,github,2026-05-27T12:44:11.753005,system,True
ID-0108,acct-git-ID-0108-e84dc6,grp-git-003,group,github,2026-06-15T12:44:11.753005,system,True
ID-0108,acct-git-ID-0108-e84dc6,grp-git-007,group,github,2026-04-10T12:44:11.753005,system,True
ID-0108,acct-act-ID-0108-b8dc8f,grp-act-007,group,active_directory,2025-12-26T12:44:11.753005,system,True
ID-0108,acct-act-ID-0108-b8dc8f,grp-act-004,group,active_directory,2026-03-18T12:44:11.753005,system,True
ID-0108,acct-sal-ID-0108-9b2ebe,grp-sal-005,group,salesforce,2026-03-26T12:44:11.753005,system,True
ID-0108,acct-sal-ID-0108-9b2ebe,grp-sal-003,group,salesforce,2026-04-23T12:44:11.753005,system,True
ID-0109,acct-sal-ID-0109-6f485f,grp-sal-000,group,salesforce,2026-04-23T12:44:11.753005,system,True
ID-0109,acct-sal-ID-0109-6f485f,grp-sal-005,group,salesforce,2025-11-21T12:44:11.753005,system,True
ID-0109,acct-sal-ID-0109-6f485f,grp-sal-001,group,salesforce,2025-11-06T12:44:11.753005,system,True
ID-0109,acct-git-ID-0109-9f0cb1,grp-git-003,group,github,2025-06-26T12:44:11.753005,system,True
ID-0109,acct-git-ID-0109-9f0cb1,grp-git-005,group,github,2025-08-07T12:44:11.753005,system,True
ID-0109,acct-git-ID-0109-9f0cb1,grp-git-002,group,github,2026-05-02T12:44:11.753005,system,True
ID-0109,acct-okt-ID-0109-c11b5a,grp-okt-005,group,okta,2025-09-07T12:44:11.753005,system,True
ID-0109,acct-okt-ID-0109-c11b5a,grp-okt-006,group,okta,2025-08-10T12:44:11.753005,system,True
ID-0110,acct-sal-ID-0110-fbe376,grp-sal-002,group,salesforce,2026-05-25T12:44:11.753005,system,True
ID-0110,acct-sal-ID-0110-fbe376,grp-sal-001,group,salesforce,2025-10-03T12:44:11.753005,system,True
ID-0110,acct-git-ID-0110-775967,grp-git-001,group,github,2025-08-30T12:44:11.753005,system,True
ID-0111,acct-git-ID-0111-2bed0a,grp-git-000,group,github,2025-08-07T12:44:11.753005,system,True
ID-0111,acct-okt-ID-0111-a7d449,grp-okt-007,group,okta,2026-05-23T12:44:11.753005,system,True
ID-0111,acct-act-ID-0111-c00b97,grp-act-009,group,active_directory,2025-07-17T12:44:11.753005,system,True
ID-0111,acct-act-ID-0111-c00b97,grp-act-007,group,active_directory,2026-02-26T12:44:11.753005,system,True
ID-0111,acct-act-ID-0111-c00b97,grp-act-005,group,active_directory,2026-06-18T12:44:11.753005,system,True
ID-0112,acct-okt-ID-0112-6b7efe,grp-okt-006,group,okta,2026-03-11T12:44:11.753005,system,True
ID-0112,acct-sal-ID-0112-3abdf8,grp-sal-006,group,salesforce,2025-11-19T12:44:11.753005,system,True
ID-0112,acct-sal-ID-0112-3abdf8,grp-sal-001,group,salesforce,2026-05-27T12:44:11.753005,system,True
ID-0112,acct-git-ID-0112-8458d1,grp-git-002,group,github,2025-09-09T12:44:11.753005,system,True
ID-0112,acct-git-ID-0112-8458d1,grp-git-003,group,github,2025-11-10T12:44:11.753005,system,True
ID-0112,acct-git-ID-0112-8458d1,grp-git-000,group,github,2025-08-24T12:44:11.753005,system,True
ID-0112,acct-act-ID-0112-49ee74,grp-act-009,group,active_directory,2025-08-16T12:44:11.753005,system,True
ID-0112,acct-act-ID-0112-49ee74,grp-act-002,group,active_directory,2025-08-13T12:44:11.753005,system,True
ID-0112,acct-act-ID-0112-49ee74,grp-act-008,group,active_directory,2026-01-06T12:44:11.753005,system,True
ID-0113,acct-aws-ID-0113-9c9bf8,grp-aws-009,group,aws_iam,2025-09-12T12:44:11.753005,system,True
ID-0113,acct-aws-ID-0113-9c9bf8,grp-aws-008,group,aws_iam,2026-01-10T12:44:11.753005,system,True
ID-0113,acct-okt-ID-0113-a5f06b,grp-okt-009,group,okta,2025-07-10T12:44:11.753005,system,True
ID-0113,acct-sal-ID-0113-4ec851,grp-sal-004,group,salesforce,2025-09-05T12:44:11.753005,system,True
ID-0113,acct-sal-ID-0113-4ec851,grp-sal-005,group,salesforce,2025-10-17T12:44:11.753005,system,True
ID-0113,acct-sal-ID-0113-4ec851,grp-sal-002,group,salesforce,2025-08-25T12:44:11.753005,system,True
ID-0113,acct-git-ID-0113-500d2b,grp-git-006,group,github,2026-06-07T12:44:11.753005,system,True
ID-0113,acct-git-ID-0113-500d2b,grp-git-007,group,github,2025-12-06T12:44:11.753005,system,True
ID-0114,acct-aws-ID-0114-4ba584,grp-aws-000,group,aws_iam,2025-09-15T12:44:11.753005,system,True
ID-0114,acct-okt-ID-0114-fbce03,grp-okt-008,group,okta,2025-06-28T12:44:11.753005,system,True
ID-0114,acct-okt-ID-0114-fbce03,grp-okt-003,group,okta,2026-01-23T12:44:11.753005,system,True
ID-0114,acct-okt-ID-0114-fbce03,grp-okt-006,group,okta,2025-06-30T12:44:11.753005,system,True
ID-0115,acct-okt-ID-0115-f5328d,grp-okt-005,group,okta,2026-03-21T12:44:11.753005,system,True
ID-0115,acct-okt-ID-0115-f5328d,grp-okt-008,group,okta,2025-07-05T12:44:11.753005,system,True
ID-0115,acct-okt-ID-0115-f5328d,grp-okt-003,group,okta,2026-05-12T12:44:11.753005,system,True
ID-0115,acct-act-ID-0115-8f3825,grp-act-000,group,active_directory,2026-04-14T12:44:11.753005,system,True
ID-0115,acct-act-ID-0115-8f3825,grp-act-006,group,active_directory,2026-03-29T12:44:11.753005,system,True
ID-0115,acct-git-ID-0115-cec032,grp-git-002,group,github,2025-08-03T12:44:11.753005,system,True
ID-0116,acct-sal-ID-0116-c551f6,grp-sal-006,group,salesforce,2025-09-14T12:44:11.753005,system,True
ID-0116,acct-okt-ID-0116-790b09,grp-okt-005,group,okta,2025-08-07T12:44:11.753005,system,True
ID-0116,acct-okt-ID-0116-790b09,grp-okt-009,group,okta,2025-09-21T12:44:11.753005,system,True
ID-0116,acct-okt-ID-0116-790b09,grp-okt-008,group,okta,2025-10-19T12:44:11.753005,system,True
ID-0116,acct-act-ID-0116-b412ef,grp-act-003,group,active_directory,2026-01-06T12:44:11.753005,system,True
ID-0116,acct-act-ID-0116-b412ef,grp-act-009,group,active_directory,2025-12-06T12:44:11.753005,system,True
ID-0116,acct-aws-ID-0116-73dd4e,grp-aws-008,group,aws_iam,2025-10-02T12:44:11.753005,system,True
ID-0117,acct-aws-ID-0117-106239,grp-aws-001,group,aws_iam,2026-03-02T12:44:11.753005,system,True
ID-0117,acct-okt-ID-0117-edb458,grp-okt-006,group,okta,2026-01-01T12:44:11.753005,system,True
ID-0117,acct-okt-ID-0117-edb458,grp-okt-001,group,okta,2026-05-31T12:44:11.753005,system,True
ID-0117,acct-okt-ID-0117-edb458,grp-okt-002,group,okta,2026-05-06T12:44:11.753005,system,True
ID-0117,acct-git-ID-0117-1b7ca5,grp-git-003,group,github,2025-11-01T12:44:11.753005,system,True
ID-0117,acct-act-ID-0117-ca4ae7,grp-act-001,group,active_directory,2026-05-18T12:44:11.753005,system,True
ID-0117,acct-act-ID-0117-ca4ae7,grp-act-008,group,active_directory,2025-08-24T12:44:11.753005,system,True
ID-0117,acct-act-ID-0117-ca4ae7,grp-act-000,group,active_directory,2026-05-27T12:44:11.753005,system,True
ID-0118,acct-okt-ID-0118-2573cc,grp-okt-000,group,okta,2026-04-11T12:44:11.753005,system,True
ID-0118,acct-okt-ID-0118-2573cc,grp-okt-007,group,okta,2025-12-01T12:44:11.753005,system,True
ID-0118,acct-sal-ID-0118-c45195,grp-sal-005,group,salesforce,2026-06-14T12:44:11.753005,system,True
ID-0118,acct-sal-ID-0118-c45195,grp-sal-006,group,salesforce,2025-09-09T12:44:11.753005,system,True
ID-0119,acct-act-ID-0119-95f190,grp-act-003,group,active_directory,2025-07-24T12:44:11.753005,system,True
ID-0119,acct-act-ID-0119-95f190,grp-act-005,group,active_directory,2025-09-30T12:44:11.753005,system,True
ID-0119,acct-git-ID-0119-0cd157,grp-git-002,group,github,2026-05-23T12:44:11.753005,system,True
ID-0120,acct-act-ID-0120-44219d,grp-act-003,group,active_directory,2026-05-15T12:44:11.753005,system,True
ID-0120,acct-okt-ID-0120-1d81b6,grp-okt-004,group,okta,2026-03-25T12:44:11.753005,system,True
ID-0120,acct-okt-ID-0120-1d81b6,grp-okt-002,group,okta,2026-06-17T12:44:11.753005,system,True
ID-0120,acct-okt-ID-0120-1d81b6,grp-okt-005,group,okta,2026-01-10T12:44:11.753005,system,True
ID-0120,acct-sal-ID-0120-049177,grp-sal-006,group,salesforce,2026-01-01T12:44:11.753005,system,True
ID-0120,acct-sal-ID-0120-049177,grp-sal-002,group,salesforce,2025-10-17T12:44:11.753005,system,True
ID-0120,acct-git-ID-0120-c9a499,grp-git-001,group,github,2026-01-27T12:44:11.753005,system,True
ID-0120,acct-git-ID-0120-c9a499,grp-git-007,group,github,2026-04-09T12:44:11.753005,system,True
ID-0120,acct-git-ID-0120-c9a499,grp-git-005,group,github,2025-09-17T12:44:11.753005,system,True
ID-0121,acct-act-ID-0121-03ec01,grp-act-000,group,active_directory,2025-09-16T12:44:11.753005,system,True
ID-0121,acct-sal-ID-0121-ce5339,grp-sal-003,group,salesforce,2026-01-22T12:44:11.753005,system,True
ID-0121,acct-sal-ID-0121-ce5339,grp-sal-001,group,salesforce,2026-04-12T12:44:11.753005,system,True
ID-0121,acct-git-ID-0121-d57bdf,grp-git-000,group,github,2025-08-09T12:44:11.753005,system,True
ID-0121,acct-git-ID-0121-d57bdf,grp-git-005,group,github,2025-07-04T12:44:11.753005,system,True
ID-0121,acct-okt-ID-0121-6c06b0,grp-okt-002,group,okta,2025-07-17T12:44:11.753005,system,True
ID-0121,acct-okt-ID-0121-6c06b0,grp-okt-009,group,okta,2026-04-06T12:44:11.753005,system,True
ID-0122,acct-git-ID-0122-7416ac,grp-git-005,group,github,2026-05-30T12:44:11.753005,system,True
ID-0122,acct-git-ID-0122-7416ac,grp-git-003,group,github,2025-07-22T12:44:11.753005,system,True
ID-0122,acct-git-ID-0122-7416ac,grp-git-006,group,github,2026-01-05T12:44:11.753005,system,True
ID-0122,acct-aws-ID-0122-126d79,grp-aws-004,group,aws_iam,2025-12-14T12:44:11.753005,system,True
ID-0122,acct-aws-ID-0122-126d79,grp-aws-008,group,aws_iam,2025-08-23T12:44:11.753005,system,True
ID-0122,acct-aws-ID-0122-126d79,grp-aws-002,group,aws_iam,2025-07-20T12:44:11.753005,system,True
ID-0123,acct-sal-ID-0123-7a4c59,grp-sal-006,group,salesforce,2026-04-09T12:44:11.753005,system,True
ID-0123,acct-sal-ID-0123-7a4c59,grp-sal-003,group,salesforce,2025-11-06T12:44:11.753005,system,True
ID-0123,acct-git-ID-0123-4421f2,grp-git-002,group,github,2026-04-20T12:44:11.753005,system,True
