event_id,timestamp,platform,event_type,acct_id,person_id,source_ip,user_agent,resource,success,is_anomalous,details
evt-3154c7de,2026-06-09T01:35:12.026822,github,login_success,acct-git-ID-0026-cb36f7,ID-0026,172.141.163.15,,repos:private,True,False,"{""post_termination"": true}"
evt-2b018cf3,2026-05-28T07:57:12.026822,github,resource_access,acct-git-ID-0026-cb36f7,ID-0026,166.139.216.13,,repos:private,True,False,"{""post_termination"": true}"
evt-e661c918,2026-05-27T10:47:12.026822,okta,resource_access,acct-okt-ID-0026-ac2b66,ID-0026,136.232.79.136,,mfa-config,True,False,"{""post_termination"": true}"
evt-7f182b87,2026-06-10T02:41:12.026822,salesforce,resource_access,acct-sal-ID-0027-6dc478,ID-0027,143.125.70.89,,setup,True,False,"{""post_termination"": true}"
evt-4bef505d,2026-06-16T02:10:12.026822,salesforce,resource_access,acct-sal-ID-0027-6dc478,ID-0027,121.59.175.114,,accounts,True,False,"{""post_termination"": true}"
evt-6e2f0fb7,2026-06-14T10:44:12.026822,active_directory,login_success,acct-act-ID-0027-d9c45a,ID-0027,188.16.79.13,,domain-controller,True,False,"{""post_termination"": true}"
evt-729151c8,2026-06-14T05:22:12.026822,active_directory,resource_access,acct-act-ID-0027-d9c45a,ID-0027,94.171.200.0,,file-server,True,False,"{""post_termination"": true}"
evt-1ca08942,2026-05-22T03:48:12.026822,active_directory,login_success,acct-act-ID-0027-d9c45a,ID-0027,154.197.112.70,,dns,True,False,"{""post_termination"": true}"
evt-05a174bf,2026-06-10T22:38:12.026822,salesforce,resource_access,acct-sal-ID-0027-6dc478,ID-0027,6.224.80.255,,opportunities,True,False,"{""post_termination"": true}"
evt-a12ce075,2026-06-05T01:45:12.026822,github,login_success,acct-git-ID-0028-a28a1a,ID-0028,133.112.88.19,,repos:private,True,False,"{""post_termination"": true}"
evt-8d70ca2a,2026-06-02T05:11:12.026822,github,resource_access,acct-git-ID-0028-a28a1a,ID-0028,79.227.4.37,,settings,True,False,"{""post_termination"": true}"
evt-50346b86,2026-06-14T01:47:12.026822,active_directory,resource_access,acct-act-ID-0028-e26bc0,ID-0028,150.184.118.235,,gpo,True,False,"{""post_termination"": true}"
evt-c47468cc,2026-06-16T01:27:12.026822,active_directory,resource_access,acct-act-ID-0028-e26bc0,ID-0028,104.181.112.114,,exchange,True,False,"{""post_termination"": true}"
evt-ed0d62b3,2026-06-20T08:49:12.026822,github,login_success,acct-git-ID-0028-a28a1a,ID-0028,1.204.154.178,,repos:public,True,False,"{""post_termination"": true}"
evt-f6f28465,2026-05-31T01:52:12.026822,salesforce,login_success,acct-sal-ID-0029-74de4b,ID-0029,195.83.142.21,,accounts,True,False,"{""post_termination"": true}"
evt-42745069,2026-06-14T07:39:12.026822,github,resource_access,acct-git-ID-0029-f2f2e0,ID-0029,195.184.201.86,,repos:public,True,False,"{""post_termination"": true}"
evt-481538a0,2026-06-05T10:24:12.026822,salesforce,resource_access,acct-sal-ID-0029-74de4b,ID-0029,70.79.145.224,,reports,True,False,"{""post_termination"": true}"
evt-75b3484e,2026-05-25T18:54:12.026822,salesforce,resource_access,acct-sal-ID-0029-74de4b,ID-0029,121.196.172.73,,contacts,True,False,"{""post_termination"": true}"
evt-7e99e36f,2026-06-04T03:18:12.026822,active_directory,resource_access,acct-act-ID-0029-9cc708,ID-0029,28.132.43.204,,gpo,True,False,"{""post_termination"": true}"
evt-de3c724b,2026-06-04T02:39:12.026822,active_directory,resource_access,acct-act-ID-0029-9cc708,ID-0029,20.210.231.9,,gpo,True,False,"{""post_termination"": true}"
evt-ad8af105,2026-06-11T03:00:12.026822,aws_iam,login_success,acct-aws-ID-0030-68ac8c,ID-0030,33.146.111.61,,ec2:*,True,False,"{""post_termination"": true}"
evt-f59c7f9f,2026-06-19T18:21:12.026822,active_directory,resource_access,acct-act-ID-0030-a0f8ca,ID-0030,25.116.46.70,,file-server,True,False,"{""post_termination"": true}"
evt-23967b3b,2026-06-05T14:21:12.026822,active_directory,login_success,acct-act-ID-0030-a0f8ca,ID-0030,37.126.165.32,,exchange,True,False,"{""post_termination"": true}"
evt-3beef638,2026-06-02T12:29:12.026822,aws_iam,login_success,acct-aws-ID-0030-68ac8c,ID-0030,73.17.52.192,,ec2:*,True,False,"{""post_termination"": true}"
evt-f0a0503b,2026-06-15T11:00:12.026822,active_directory,login_success,acct-act-ID-0030-a0f8ca,ID-0030,53.244.205.244,,dns,True,False,"{""post_termination"": true}"
evt-0cbd8fc2,2026-06-02T09:21:12.026822,aws_iam,login_success,acct-aws-ID-0030-68ac8c,ID-0030,22.158.168.56,,kms:*,True,False,"{""post_termination"": true}"
evt-a39775f4,2026-06-17T08:14:12.026822,aws_iam,login_success,acct-aws-ID-0030-68ac8c,ID-0030,13.146.163.84,,s3://prod-data,True,False,"{""post_termination"": true}"
evt-38ada5e9,2026-06-17T03:29:12.026822,active_directory,login_success,acct-act-ID-0030-a0f8ca,ID-0030,30.5.116.147,,domain-controller,True,False,"{""post_termination"": true}"
evt-036fbe79,2026-06-12T17:14:12.026822,okta,login_success,acct-okt-ID-0031-7e5395,ID-0031,190.122.114.138,,policies,True,False,"{""post_termination"": false}"
evt-ab240c16,2026-05-31T10:18:12.026822,active_directory,resource_access,acct-act-ID-0031-c06713,ID-0031,51.55.134.218,,dns,True,False,"{""post_termination"": false}"
evt-a8290561,2026-06-19T22:26:12.026822,github,login_success,acct-git-ID-0031-eb84d3,ID-0031,71.93.142.153,,repos:public,True,False,"{""post_termination"": false}"
evt-20459e00,2026-06-19T03:06:12.026822,github,login_success,acct-git-ID-0031-eb84d3,ID-0031,85.244.253.55,,settings,True,False,"{""post_termination"": false}"
evt-2fa5257d,2026-06-02T10:01:12.026822,active_directory,resource_access,acct-act-ID-0031-c06713,ID-0031,138.132.199.7,,gpo,True,False,"{""post_termination"": false}"
evt-015a3b78,2026-05-27T02:12:12.026822,active_directory,resource_access,acct-act-ID-0031-c06713,ID-0031,205.243.136.161,,file-server,True,False,"{""post_termination"": false}"
evt-6499c6de,2026-06-16T13:11:12.026822,aws_iam,resource_access,acct-aws-ID-0032-6208e2,ID-0032,10.143.234.118,,ec2:*,True,False,"{""post_termination"": true}"
evt-bfc317c1,2026-05-25T02:41:12.026822,active_directory,login_success,acct-act-ID-0032-785d64,ID-0032,59.73.162.205,,dns,True,False,"{""post_termination"": true}"
evt-7adc8cf3,2026-05-21T22:15:12.026822,github,resource_access,acct-git-ID-0032-06c914,ID-0032,202.118.181.197,,actions,True,False,"{""post_termination"": true}"
evt-f6a95fbb,2026-06-04T06:34:12.026822,active_directory,login_success,acct-act-ID-0032-785d64,ID-0032,162.243.131.180,,exchange,True,False,"{""post_termination"": true}"
evt-73270ec0,2026-06-15T20:38:12.026822,github,login_success,acct-git-ID-0033-205528,ID-0033,99.117.2.232,,actions,True,False,"{""post_termination"": true}"
evt-e5abbe1d,2026-06-19T07:29:12.026822,github,resource_access,acct-git-ID-0033-205528,ID-0033,44.160.246.169,,repos:public,True,False,"{""post_termination"": true}"
evt-60c84dcd,2026-06-11T11:06:12.026822,active_directory,login_success,acct-act-ID-0033-06ed5b,ID-0033,29.190.229.154,,exchange,True,False,"{""post_termination"": true}"
evt-53bf8a93,2026-05-24T05:45:12.026822,active_directory,login_success,acct-act-ID-0033-06ed5b,ID-0033,45.191.56.43,,file-server,True,False,"{""post_termination"": true}"
evt-952459b4,2026-05-27T09:54:12.026822,salesforce,resource_access,acct-sal-ID-0034-c84eb2,ID-0034,102.64.16.182,,accounts,False,False,"{""post_termination"": true}"
evt-7bc6edb8,2026-06-07T07:44:12.026822,salesforce,resource_access,acct-sal-ID-0034-c84eb2,ID-0034,139.247.38.100,,opportunities,True,False,"{""post_termination"": true}"
evt-07d6523c,2026-06-07T00:56:12.026822,salesforce,resource_access,acct-sal-ID-0034-c84eb2,ID-0034,44.156.221.111,,opportunities,True,False,"{""post_termination"": true}"
evt-1d4efc98,2026-06-06T08:18:12.026822,salesforce,login_success,acct-sal-ID-0034-c84eb2,ID-0034,24.101.50.240,,setup,True,False,"{""post_termination"": true}"
evt-cccb5f47,2026-06-19T11:07:12.026822,salesforce,resource_access,acct-sal-ID-0034-c84eb2,ID-0034,159.83.180.155,,reports,True,False,"{""post_termination"": true}"
evt-a73a0f44,2026-06-08T02:34:12.026822,salesforce,login_success,acct-sal-ID-0034-c84eb2,ID-0034,13.3.180.7,,reports,True,False,"{""post_termination"": true}"
evt-192e7885,2026-06-10T13:48:12.026822,salesforce,login_success,acct-sal-ID-0034-c84eb2,ID-0034,153.31.112.228,,contacts,True,False,"{""post_termination"": true}"
evt-5ed8751e,2026-05-29T10:58:12.026822,active_directory,resource_access,acct-act-ID-0035-4230a8,ID-0035,150.68.101.183,,dns,True,False,"{""post_termination"": true}"
evt-28c87109,2026-06-08T02:21:12.026822,salesforce,resource_access,acct-sal-ID-0035-05155c,ID-0035,61.77.150.123,,accounts,True,False,"{""post_termination"": true}"
evt-69273c32,2026-06-03T23:29:12.026822,active_directory,login_success,acct-act-ID-0035-4230a8,ID-0035,147.9.86.8,,gpo,True,False,"{""post_termination"": true}"
evt-1eb51baa,2026-05-27T07:04:12.026822,github,resource_access,acct-git-ID-0035-e36822,ID-0035,210.182.73.195,,repos:private,True,False,"{""post_termination"": true}"
evt-6f751cea,2026-05-28T02:49:12.026822,aws_iam,login_success,acct-aws-ID-0036-915727,ID-0036,148.11.60.59,,rds:prod,True,False,
evt-1c7db29a,2026-06-13T05:45:12.026822,aws_iam,resource_access,acct-aws-ID-0036-915727,ID-0036,83.139.88.149,,ec2:*,True,False,
evt-659b1276,2026-06-04T23:22:12.026822,github,login_success,acct-git-ID-0036-bb7728,ID-0036,87.228.63.33,,repos:private,True,False,
evt-533bee7c,2026-06-09T11:14:12.026822,aws_iam,resource_access,acct-aws-ID-0036-915727,ID-0036,152.220.149.9,,rds:prod,True,False,
evt-4289ba9f,2026-05-27T05:13:12.026822,salesforce,login_success,acct-sal-ID-0037-6abbc1,ID-0037,40.210.209.88,,opportunities,True,False,
evt-79662a73,2026-06-03T00:50:12.026822,github,login_success,acct-git-ID-0037-61ecfa,ID-0037,155.19.17.66,,repos:public,True,False,
evt-c56a1cf4,2026-05-24T20:24:12.026822,okta,resource_access,acct-okt-ID-0037-f2c6d4,ID-0037,97.98.200.237,,sso-apps,True,False,
evt-62d178ad,2026-06-01T07:28:12.026822,okta,login_success,acct-okt-ID-0037-f2c6d4,ID-0037,3.245.100.184,,sso-apps,True,False,
evt-8643e865,2026-06-10T01:00:12.026822,github,login_success,acct-git-ID-0038-a5e4c2,ID-0038,43.249.108.80,,repos:private,True,False,
evt-6ae905c9,2026-06-08T02:20:12.026822,github,login_success,acct-git-ID-0038-a5e4c2,ID-0038,60.221.51.47,,settings,True,False,
evt-ffdb399b,2026-06-10T23:20:12.026822,github,resource_access,acct-git-ID-0038-a5e4c2,ID-0038,150.250.127.108,,repos:private,True,False,
evt-e7b81167,2026-05-24T02:10:12.026822,okta,resource_access,acct-okt-ID-0038-52e59b,ID-0038,201.240.61.82,,sso-apps,True,False,
evt-b7a0b644,2026-06-03T12:55:12.026822,github,resource_access,acct-git-ID-0038-a5e4c2,ID-0038,88.146.138.148,,repos:public,True,False,
evt-a3524b44,2026-06-06T23:23:12.026822,github,login_success,acct-git-ID-0038-a5e4c2,ID-0038,203.7.245.178,,packages,True,False,
evt-c184dbf5,2026-06-15T14:27:12.026822,okta,resource_access,acct-okt-ID-0038-52e59b,ID-0038,63.120.111.215,,sso-apps,True,False,
evt-47500c83,2026-06-14T06:04:12.026822,okta,login_success,acct-okt-ID-0038-52e59b,ID-0038,60.104.17.39,,user-management,True,False,
evt-24fa8c20,2026-06-17T19:45:12.026822,github,resource_access,acct-git-ID-0039-f7eb0d,ID-0039,18.165.60.222,,packages,True,False,
evt-67c1d27c,2026-06-18T04:31:12.026822,aws_iam,login_success,acct-aws-ID-0039-7e877d,ID-0039,1.112.233.62,,kms:*,True,False,
evt-1353d575,2026-05-24T09:33:12.026822,github,login_success,acct-git-ID-0039-f7eb0d,ID-0039,49.151.48.178,,repos:public,True,False,
evt-a9f90e04,2026-06-17T00:25:12.026822,github,login_success,acct-git-ID-0039-f7eb0d,ID-0039,116.158.100.194,,packages,True,False,
evt-4303cc2c,2026-05-22T21:47:12.026822,aws_iam,resource_access,acct-aws-ID-0039-7e877d,ID-0039,111.81.48.59,,ec2:*,True,False,
evt-b6e0c20f,2026-06-02T05:23:12.026822,aws_iam,resource_access,acct-aws-ID-0039-7e877d,ID-0039,1.253.153.181,,ec2:*,True,False,
evt-ac934505,2026-05-30T22:14:12.026822,github,login_success,acct-git-ID-0039-f7eb0d,ID-0039,4.231.219.42,,repos:public,True,False,
evt-11dccb1a,2026-05-21T22:08:12.026822,github,resource_access,acct-git-ID-0040-facec5,ID-0040,145.37.23.130,,repos:private,True,False,
evt-20f06f0d,2026-06-17T03:58:12.026822,salesforce,login_success,acct-sal-ID-0040-520855,ID-0040,187.189.84.230,,setup,True,False,
evt-ad311ac7,2026-05-23T02:52:12.026822,github,login_success,acct-git-ID-0040-facec5,ID-0040,4.85.55.229,,actions,False,False,
evt-ff4a6407,2026-06-14T04:13:12.026822,aws_iam,resource_access,acct-aws-ID-0040-2fbde2,ID-0040,190.31.172.206,,s3://prod-data,True,False,
evt-6331df85,2026-06-09T06:11:12.026822,aws_iam,login_success,acct-aws-ID-0040-2fbde2,ID-0040,7.102.183.128,,s3://prod-data,True,False,
evt-cb4e7a5c,2026-05-24T10:16:12.026822,salesforce,login_success,acct-sal-ID-0040-520855,ID-0040,79.215.142.227,,setup,True,False,
evt-084a315f,2026-06-12T11:18:12.026822,aws_iam,login_success,acct-aws-ID-0041-f2bd86,ID-0041,34.16.16.22,,lambda:*,True,False,
evt-7ac5899a,2026-06-04T09:31:12.026822,aws_iam,resource_access,acct-aws-ID-0041-f2bd86,ID-0041,27.39.138.229,,ec2:*,True,False,
evt-9428864a,2026-05-26T21:44:12.026822,aws_iam,resource_access,acct-aws-ID-0041-f2bd86,ID-0041,210.200.144.148,,iam:*,False,False,
evt-b0a6ac96,2026-05-30T00:52:12.026822,github,login_success,acct-git-ID-0041-897e2b,ID-0041,19.193.160.86,,packages,True,False,
evt-bc3c1754,2026-06-02T23:22:12.026822,github,resource_access,acct-git-ID-0042-256753,ID-0042,183.149.15.230,,settings,True,False,
evt-9bd92c64,2026-06-15T14:45:12.026822,github,login_success,acct-git-ID-0042-256753,ID-0042,101.179.133.226,,packages,True,False,
evt-550cf7eb,2026-05-27T21:06:12.026822,okta,login_success,acct-okt-ID-0042-3002e4,ID-0042,221.179.139.106,,policies,True,False,
evt-5a4f07e5,2026-05-23T08:00:12.026822,github,login_success,acct-git-ID-0042-256753,ID-0042,106.58.78.112,,packages,True,False,
evt-576cc246,2026-05-24T23:45:12.026822,salesforce,login_success,acct-sal-ID-0042-a5dd4e,ID-0042,163.79.163.43,,accounts,True,False,
evt-4e8d48af,2026-06-16T16:03:12.026822,okta,login_success,acct-okt-ID-0042-3002e4,ID-0042,165.156.240.176,,policies,True,False,
evt-cbe588fe,2026-05-24T20:45:12.026822,active_directory,login_success,acct-act-ID-0043-d01c5e,ID-0043,10.177.172.118,,domain-controller,True,False,
evt-5c045cc8,2026-05-26T15:53:12.026822,github,login_success,acct-git-ID-0043-87ca02,ID-0043,50.186.134.227,,actions,True,False,
evt-a1630114,2026-06-10T22:55:12.026822,okta,resource_access,acct-okt-ID-0043-1b3137,ID-0043,49.28.38.18,,policies,True,False,
evt-8909f3c2,2026-06-15T04:22:12.026822,active_directory,resource_access,acct-act-ID-0044-a48158,ID-0044,200.97.130.180,,dns,True,False,
evt-be181d59,2026-06-20T04:21:12.026822,active_directory,login_success,acct-act-ID-0044-a48158,ID-0044,90.87.151.170,,gpo,True,False,
evt-1fd6ac55,2026-06-07T08:51:12.026822,aws_iam,resource_access,acct-aws-ID-0044-087218,ID-0044,216.223.213.154,,kms:*,True,False,
evt-a1ed391e,2026-06-19T02:44:12.026822,active_directory,login_success,acct-act-ID-0044-a48158,ID-0044,212.15.119.196,,file-server,True,False,
evt-4e52aae1,2026-06-06T04:34:12.026822,okta,login_success,acct-okt-ID-0045-391d1a,ID-0045,136.126.1.203,,api-tokens,True,False,
evt-44e224d5,2026-06-12T06:05:12.026822,okta,login_success,acct-okt-ID-0045-391d1a,ID-0045,117.39.78.225,,api-tokens,True,False,
evt-3a8e02c6,2026-06-15T00:04:12.026822,okta,resource_access,acct-okt-ID-0045-391d1a,ID-0045,175.36.64.74,,mfa-config,True,False,
evt-a911e0f6,2026-05-29T10:34:12.026822,okta,resource_access,acct-okt-ID-0045-391d1a,ID-0045,24.153.84.180,,mfa-config,True,False,
evt-a774cb00,2026-05-29T23:37:12.026822,aws_iam,login_success,acct-aws-ID-0045-3472a2,ID-0045,152.2.210.205,,lambda:*,True,False,
evt-14e1132e,2026-05-27T21:34:12.026822,okta,resource_access,acct-okt-ID-0045-391d1a,ID-0045,18.250.161.235,,mfa-config,True,False,
evt-1dabe354,2026-06-01T20:44:12.026822,aws_iam,login_success,acct-aws-ID-0045-3472a2,ID-0045,49.206.115.30,,lambda:*,True,False,
evt-5bc89ebf,2026-05-27T02:20:12.026822,active_directory,login_success,acct-act-ID-0046-f73243,ID-0046,151.158.220.178,,file-server,True,False,
evt-3de0650d,2026-06-12T12:29:12.026822,github,login_success,acct-git-ID-0046-3dd368,ID-0046,31.158.15.118,,repos:public,True,False,
evt-ed7ec518,2026-06-04T07:55:12.026822,aws_iam,resource_access,acct-aws-ID-0046-bf6b0f,ID-0046,32.40.132.217,,kms:*,True,False,
evt-4d9a45ce,2026-06-14T08:04:12.026822,active_directory,login_success,acct-act-ID-0046-f73243,ID-0046,210.251.4.55,,gpo,True,False,
evt-6c872c0a,2026-05-31T20:45:12.026822,active_directory,login_success,acct-act-ID-0046-f73243,ID-0046,190.171.157.197,,domain-controller,True,False,
evt-ac2d39f7,2026-06-09T06:47:12.026822,github,login_success,acct-git-ID-0046-3dd368,ID-0046,150.237.31.6,,repos:private,True,False,
evt-40f5b1f0,2026-06-11T15:19:12.026822,github,login_success,acct-git-ID-0046-3dd368,ID-0046,168.203.161.106,,packages,True,False,
evt-7c9fc79d,2026-05-30T17:04:12.026822,salesforce,login_success,acct-sal-ID-0047-f714ad,ID-0047,118.223.209.113,,contacts,True,False,
evt-d150e683,2026-06-07T02:04:12.026822,active_directory,resource_access,acct-act-ID-0047-c8c9d4,ID-0047,175.245.45.28,,file-server,True,False,
evt-7f41d0e9,2026-06-12T21:02:12.026822,salesforce,login_success,acct-sal-ID-0047-f714ad,ID-0047,122.68.204.114,,setup,True,False,
evt-b7b71e88,2026-06-05T20:22:12.026822,salesforce,resource_access,acct-sal-ID-0047-f714ad,ID-0047,40.91.167.249,,setup,True,False,
evt-1e26756d,2026-06-13T17:11:12.026822,salesforce,login_success,acct-sal-ID-0047-f714ad,ID-0047,1.248.126.53,,opportunities,True,False,
evt-6dcbacc4,2026-05-25T15:43:12.026822,okta,login_success,acct-okt-ID-0047-d3b4bb,ID-0047,160.198.72.202,,sso-apps,True,False,
evt-6f848c31,2026-06-04T22:37:12.026822,aws_iam,login_success,acct-aws-ID-0048-dfa635,ID-0048,93.105.201.161,,s3://prod-data,True,False,
evt-a20c3d77,2026-06-16T21:58:12.026822,aws_iam,login_success,acct-aws-ID-0048-dfa635,ID-0048,74.28.102.230,,ec2:*,True,False,
evt-af39170a,2026-06-11T23:39:12.026822,salesforce,resource_access,acct-sal-ID-0048-5dd9ef,ID-0048,16.5.137.132,,setup,True,False,
evt-ee096e38,2026-05-30T08:17:12.026822,salesforce,login_success,acct-sal-ID-0048-5dd9ef,ID-0048,199.219.8.130,,reports,True,False,
evt-055188f5,2026-06-12T01:01:12.026822,salesforce,login_success,acct-sal-ID-0049-380be1,ID-0049,102.135.20.57,,opportunities,True,False,
evt-1ac5f251,2026-05-26T13:54:12.026822,salesforce,login_success,acct-sal-ID-0049-380be1,ID-0049,217.168.225.218,,opportunities,True,False,
evt-282e42d6,2026-05-30T16:17:12.026822,salesforce,resource_access,acct-sal-ID-0049-380be1,ID-0049,108.98.98.59,,reports,True,False,
evt-ec27eb3b,2026-06-06T21:05:12.026822,okta,login_success,acct-okt-ID-0049-0c6f77,ID-0049,87.17.95.147,,policies,True,False,
evt-e5aa758c,2026-05-27T07:22:12.026822,salesforce,resource_access,acct-sal-ID-0049-380be1,ID-0049,117.243.18.115,,accounts,True,False,
evt-7f791228,2026-05-26T11:18:12.026822,github,resource_access,acct-git-ID-0050-e4fe84,ID-0050,138.151.246.134,,settings,True,False,
evt-bec59cdd,2026-06-03T12:43:12.026822,github,login_success,acct-git-ID-0050-e4fe84,ID-0050,83.141.118.160,,repos:public,True,False,
evt-23087825,2026-06-12T13:22:12.026822,aws_iam,login_success,acct-aws-ID-0050-1e4768,ID-0050,183.126.27.56,,s3://prod-data,True,False,
evt-d920735a,2026-06-14T06:55:12.026822,okta,resource_access,acct-okt-ID-0051-b7f7d5,ID-0051,18.235.26.143,,sso-apps,False,False,
evt-422c4137,2026-06-06T11:31:12.026822,active_directory,resource_access,acct-act-ID-0051-3f6e9a,ID-0051,128.17.204.78,,gpo,True,False,
evt-8c396ccc,2026-05-27T12:40:12.026822,aws_iam,resource_access,acct-aws-ID-0051-9a1c3c,ID-0051,100.147.243.202,,iam:*,True,False,
evt-5d59316b,2026-06-16T02:09:12.026822,aws_iam,resource_access,acct-aws-ID-0051-9a1c3c,ID-0051,78.121.233.60,,kms:*,True,False,
evt-f7836371,2026-05-26T23:47:12.026822,active_directory,login_success,acct-act-ID-0051-3f6e9a,ID-0051,15.30.254.114,,dns,True,False,
evt-f747bbf3,2026-06-06T20:32:12.026822,salesforce,login_success,acct-sal-ID-0052-1bfb29,ID-0052,85.253.30.109,,accounts,True,False,
evt-7add2fff,2026-06-18T12:27:12.026822,salesforce,resource_access,acct-sal-ID-0052-1bfb29,ID-0052,166.193.204.64,,accounts,True,False,
evt-1391fe9f,2026-05-25T20:24:12.026822,aws_iam,login_success,acct-aws-ID-0052-9d9ad7,ID-0052,158.146.164.11,,rds:prod,True,False,
evt-bced9641,2026-06-08T08:43:12.026822,aws_iam,login_success,acct-aws-ID-0052-9d9ad7,ID-0052,88.132.55.189,,lambda:*,True,False,
evt-9080a29b,2026-06-08T08:36:12.026822,salesforce,resource_access,acct-sal-ID-0052-1bfb29,ID-0052,70.142.42.181,,accounts,True,False,
evt-2483a0a3,2026-06-18T19:23:12.026822,okta,login_success,acct-okt-ID-0052-8d118b,ID-0052,87.134.33.112,,sso-apps,True,False,
evt-cea202db,2026-06-07T15:27:12.026822,salesforce,resource_access,acct-sal-ID-0053-c9688c,ID-0053,212.99.92.248,,opportunities,True,False,
evt-b855be17,2026-06-07T03:13:12.026822,okta,login_success,acct-okt-ID-0053-459f25,ID-0053,40.133.119.192,,sso-apps,True,False,
evt-5b5cd3e5,2026-06-01T02:13:12.026822,okta,login_success,acct-okt-ID-0053-459f25,ID-0053,137.36.129.49,,sso-apps,True,False,
evt-845165e9,2026-06-19T06:30:12.026822,active_directory,login_success,acct-act-ID-0054-919855,ID-0054,64.138.217.160,,domain-controller,True,False,
evt-2e6bf156,2026-05-22T02:58:12.026822,okta,resource_access,acct-okt-ID-0054-bba105,ID-0054,138.128.226.181,,mfa-config,True,False,
evt-81da42b3,2026-06-04T17:52:12.026822,active_directory,login_success,acct-act-ID-0054-919855,ID-0054,22.209.89.168,,domain-controller,True,False,
evt-69dd4982,2026-06-09T09:48:12.026822,active_directory,login_success,acct-act-ID-0054-919855,ID-0054,137.176.29.31,,domain-controller,False,False,
evt-dac26c23,2026-06-17T07:28:12.026822,okta,resource_access,acct-okt-ID-0054-bba105,ID-0054,222.40.2.52,,policies,True,False,
evt-db5e27db,2026-06-08T23:00:12.026822,okta,login_success,acct-okt-ID-0054-bba105,ID-0054,210.198.37.248,,mfa-config,True,False,
evt-25af39c3,2026-06-15T02:24:12.026822,active_directory,login_success,acct-act-ID-0054-919855,ID-0054,212.122.252.212,,gpo,True,False,
evt-4d52db40,2026-05-22T23:37:12.026822,okta,login_success,acct-okt-ID-0055-201c54,ID-0055,188.73.253.73,,policies,True,False,
evt-61e8d7d7,2026-05-23T06:13:12.026822,okta,resource_access,acct-okt-ID-0055-201c54,ID-0055,59.123.26.239,,user-management,True,False,
evt-26699c58,2026-06-10T20:39:12.026822,okta,resource_access,acct-okt-ID-0055-201c54,ID-0055,40.242.250.80,,user-management,True,False,
evt-955095cc,2026-05-27T15:51:12.026822,aws_iam,login_success,acct-aws-ID-0055-e17c8e,ID-0055,113.89.21.47,,kms:*,True,False,
evt-8c8938b9,2026-05-21T20:40:12.026822,active_directory,login_success,acct-act-ID-0055-b8586d,ID-0055,116.143.9.31,,dns,True,False,
evt-c2031f4c,2026-05-22T21:31:12.026822,salesforce,resource_access,acct-sal-ID-0055-888789,ID-0055,176.219.190.217,,reports,True,False,
evt-8d926090,2026-06-11T13:52:12.026822,github,login_success,acct-git-ID-0056-cb170d,ID-0056,168.154.113.200,,settings,True,False,
evt-51297fba,2026-06-07T03:59:12.026822,github,resource_access,acct-git-ID-0056-cb170d,ID-0056,102.193.44.141,,repos:public,True,False,
evt-43da602f,2026-06-14T22:30:12.026822,aws_iam,resource_access,acct-aws-ID-0056-2edef2,ID-0056,185.117.20.153,,rds:prod,True,False,
evt-b43cfb00,2026-06-03T10:32:12.026822,aws_iam,login_success,acct-aws-ID-0057-e53c79,ID-0057,143.81.93.58,,iam:*,True,False,
evt-1466994a,2026-05-26T20:03:12.026822,github,login_success,acct-git-ID-0057-283220,ID-0057,19.155.152.152,,repos:public,True,False,
evt-2f404660,2026-06-15T19:29:12.026822,aws_iam,login_success,acct-aws-ID-0057-e53c79,ID-0057,113.34.221.123,,rds:prod,True,False,
evt-39f5870a,2026-05-31T04:02:12.026822,aws_iam,login_success,acct-aws-ID-0057-e53c79,ID-0057,8.49.109.45,,rds:prod,True,False,
evt-4ec8f03f,2026-05-28T00:39:12.026822,aws_iam,resource_access,acct-aws-ID-0057-e53c79,ID-0057,197.68.17.104,,rds:prod,True,False,
evt-ca7fb103,2026-05-30T01:17:12.026822,github,login_success,acct-git-ID-0057-283220,ID-0057,90.239.109.155,,actions,True,False,
evt-a20ec348,2026-06-04T17:38:12.026822,github,login_success,acct-git-ID-0057-283220,ID-0057,43.14.171.55,,packages,True,False,
evt-1b69bbc5,2026-06-07T22:32:12.026822,github,resource_access,acct-git-ID-0058-748e1d,ID-0058,178.85.242.252,,repos:public,True,False,
evt-04a0b4c3,2026-05-29T08:17:12.026822,aws_iam,login_success,acct-aws-ID-0058-9446b8,ID-0058,68.82.116.37,,kms:*,False,False,
evt-3f4773e1,2026-06-15T18:30:12.026822,github,login_success,acct-git-ID-0058-748e1d,ID-0058,77.206.187.126,,repos:private,True,False,
evt-6c2d530f,2026-06-10T07:40:12.026822,okta,login_success,acct-okt-ID-0058-8bf007,ID-0058,67.222.184.192,,sso-apps,True,False,
evt-bb06befe,2026-06-03T18:19:12.026822,aws_iam,login_success,acct-aws-ID-0058-9446b8,ID-0058,201.151.134.195,,ec2:*,True,False,
evt-b4fcb3dd,2026-05-30T08:31:12.026822,okta,login_success,acct-okt-ID-0058-8bf007,ID-0058,14.165.156.4,,mfa-config,True,False,
evt-aa07e1ac,2026-06-20T08:38:12.026822,aws_iam,login_success,acct-aws-ID-0059-febdbf,ID-0059,57.190.233.199,,lambda:*,True,False,
evt-48c1755c,2026-06-07T10:50:12.026822,aws_iam,login_success,acct-aws-ID-0059-febdbf,ID-0059,73.197.132.48,,ec2:*,True,False,
