entitlement_id,person_id,acct_id,platform,role_id,role_name,is_admin_role,permission_id,resource,action,privilege_level,is_sensitive,granted_at
ENT-000333,ID-0066,acct-act-ID-0066-92662c,active_directory,role-act-003,Domain User,False,perm-act-01-02,file-server,create,write,False,2025-07-06T12:44:11.753005
ENT-000334,ID-0066,acct-okt-ID-0066-101310,okta,role-okt-005,Help Desk Admin,False,perm-okt-01-01,mfa-config,write,write,False,2026-04-02T12:44:11.753005
ENT-000335,ID-0066,acct-okt-ID-0066-101310,okta,role-okt-005,Help Desk Admin,False,perm-okt-00-01,sso-apps,write,write,False,2026-04-02T12:44:11.753005
ENT-000336,ID-0066,acct-okt-ID-0066-101310,okta,role-okt-005,Help Desk Admin,False,perm-okt-04-03,policies,delete,admin,True,2026-04-02T12:44:11.753005
ENT-000337,ID-0066,acct-sal-ID-0066-b28fec,salesforce,role-sal-003,Read Only,False,perm-sal-03-00,reports,read,read,False,2026-02-01T12:44:11.753005
ENT-000338,ID-0066,acct-sal-ID-0066-b28fec,salesforce,role-sal-003,Read Only,False,perm-sal-03-02,reports,create,write,False,2026-02-01T12:44:11.753005
ENT-000339,ID-0066,acct-sal-ID-0066-b28fec,salesforce,role-sal-003,Read Only,False,perm-sal-04-03,setup,delete,admin,True,2026-02-01T12:44:11.753005
ENT-000340,ID-0066,acct-sal-ID-0066-b28fec,salesforce,role-sal-003,Read Only,False,perm-sal-03-03,reports,delete,admin,True,2026-02-01T12:44:11.753005
ENT-000341,ID-0067,acct-git-ID-0067-129e25,github,role-git-004,Triage,False,perm-git-03-02,packages,create,write,False,2025-08-17T12:44:11.753005
ENT-000342,ID-0067,acct-git-ID-0067-129e25,github,role-git-004,Triage,False,perm-git-01-03,repos:public,delete,admin,True,2025-08-17T12:44:11.753005
ENT-000343,ID-0067,acct-sal-ID-0067-d74b26,salesforce,role-sal-005,Chatter User,False,perm-sal-03-01,reports,write,write,False,2025-09-06T12:44:11.753005
ENT-000344,ID-0068,acct-git-ID-0068-19bea4,github,role-git-003,Collaborator,False,perm-git-00-00,repos:private,read,read,False,2026-01-17T12:44:11.753005
ENT-000345,ID-0068,acct-git-ID-0068-19bea4,github,role-git-003,Collaborator,False,perm-git-03-02,packages,create,write,False,2026-01-17T12:44:11.753005
ENT-000346,ID-0068,acct-git-ID-0068-19bea4,github,role-git-003,Collaborator,False,perm-git-03-01,packages,write,write,False,2026-01-17T12:44:11.753005
ENT-000347,ID-0068,acct-aws-ID-0068-abff2a,aws_iam,role-aws-003,ReadOnlyAccess,False,perm-aws-05-02,kms:*,create,write,False,2025-10-28T12:44:11.753005
ENT-000348,ID-0068,acct-aws-ID-0068-abff2a,aws_iam,role-aws-003,ReadOnlyAccess,False,perm-aws-02-02,iam:*,create,write,False,2025-10-28T12:44:11.753005
ENT-000349,ID-0068,acct-aws-ID-0068-abff2a,aws_iam,role-aws-003,ReadOnlyAccess,False,perm-aws-04-02,lambda:*,create,write,False,2025-10-28T12:44:11.753005
ENT-000350,ID-0068,acct-aws-ID-0068-abff2a,aws_iam,role-aws-003,ReadOnlyAccess,False,perm-aws-04-01,lambda:*,write,write,False,2025-10-28T12:44:11.753005
ENT-000351,ID-0068,acct-aws-ID-0068-abff2a,aws_iam,role-aws-003,ReadOnlyAccess,False,perm-aws-04-00,lambda:*,read,read,False,2025-10-28T12:44:11.753005
ENT-000352,ID-0069,acct-git-ID-0069-125c2e,github,role-git-003,Collaborator,False,perm-git-00-00,repos:private,read,read,False,2026-01-06T12:44:11.753005
ENT-000353,ID-0069,acct-git-ID-0069-125c2e,github,role-git-003,Collaborator,False,perm-git-03-02,packages,create,write,False,2026-01-06T12:44:11.753005
ENT-000354,ID-0069,acct-git-ID-0069-125c2e,github,role-git-003,Collaborator,False,perm-git-03-01,packages,write,write,False,2026-01-06T12:44:11.753005
ENT-000355,ID-0069,acct-okt-ID-0069-07b513,okta,role-okt-005,Help Desk Admin,False,perm-okt-01-01,mfa-config,write,write,False,2026-01-07T12:44:11.753005
ENT-000356,ID-0069,acct-okt-ID-0069-07b513,okta,role-okt-005,Help Desk Admin,False,perm-okt-00-01,sso-apps,write,write,False,2026-01-07T12:44:11.753005
ENT-000357,ID-0069,acct-okt-ID-0069-07b513,okta,role-okt-005,Help Desk Admin,False,perm-okt-04-03,policies,delete,admin,True,2026-01-07T12:44:11.753005
ENT-000358,ID-0070,acct-aws-ID-0070-6264e4,aws_iam,role-aws-005,CloudWatchReadOnly,False,perm-aws-00-02,s3://prod-data,create,write,False,2026-03-19T12:44:11.753005
ENT-000359,ID-0070,acct-aws-ID-0070-6264e4,aws_iam,role-aws-005,CloudWatchReadOnly,False,perm-aws-00-01,s3://prod-data,write,write,False,2026-03-19T12:44:11.753005
ENT-000360,ID-0070,acct-aws-ID-0070-6264e4,aws_iam,role-aws-005,CloudWatchReadOnly,False,perm-aws-00-03,s3://prod-data,delete,admin,True,2026-03-19T12:44:11.753005
ENT-000361,ID-0070,acct-aws-ID-0070-6264e4,aws_iam,role-aws-005,CloudWatchReadOnly,False,perm-aws-01-00,ec2:*,read,read,False,2026-03-19T12:44:11.753005
ENT-000362,ID-0070,acct-okt-ID-0070-187ee0,okta,role-okt-005,Help Desk Admin,False,perm-okt-01-01,mfa-config,write,write,False,2025-06-30T12:44:11.753005
ENT-000363,ID-0070,acct-okt-ID-0070-187ee0,okta,role-okt-005,Help Desk Admin,False,perm-okt-00-01,sso-apps,write,write,False,2025-06-30T12:44:11.753005
ENT-000364,ID-0070,acct-okt-ID-0070-187ee0,okta,role-okt-005,Help Desk Admin,False,perm-okt-04-03,policies,delete,admin,True,2025-06-30T12:44:11.753005
ENT-000365,ID-0070,acct-sal-ID-0070-397768,salesforce,role-sal-005,Chatter User,False,perm-sal-03-01,reports,write,write,False,2026-05-13T12:44:11.753005
ENT-000366,ID-0070,acct-git-ID-0070-944bc5,github,role-git-003,Collaborator,False,perm-git-00-00,repos:private,read,read,False,2025-08-19T12:44:11.753005
ENT-000367,ID-0070,acct-git-ID-0070-944bc5,github,role-git-003,Collaborator,False,perm-git-03-02,packages,create,write,False,2025-08-19T12:44:11.753005
ENT-000368,ID-0070,acct-git-ID-0070-944bc5,github,role-git-003,Collaborator,False,perm-git-03-01,packages,write,write,False,2025-08-19T12:44:11.753005
ENT-000369,ID-0071,acct-okt-ID-0071-2ae3fd,okta,role-okt-005,Help Desk Admin,False,perm-okt-01-01,mfa-config,write,write,False,2025-09-27T12:44:11.753005
ENT-000370,ID-0071,acct-okt-ID-0071-2ae3fd,okta,role-okt-005,Help Desk Admin,False,perm-okt-00-01,sso-apps,write,write,False,2025-09-27T12:44:11.753005
ENT-000371,ID-0071,acct-okt-ID-0071-2ae3fd,okta,role-okt-005,Help Desk Admin,False,perm-okt-04-03,policies,delete,admin,True,2025-09-27T12:44:11.753005
ENT-000372,ID-0071,acct-aws-ID-0071-6cee1a,aws_iam,role-aws-004,S3ReadOnly,False,perm-aws-01-00,ec2:*,read,read,False,2025-10-06T12:44:11.753005
ENT-000373,ID-0071,acct-aws-ID-0071-6cee1a,aws_iam,role-aws-004,S3ReadOnly,False,perm-aws-05-01,kms:*,write,write,False,2025-10-06T12:44:11.753005
ENT-000374,ID-0071,acct-sal-ID-0071-220495,salesforce,role-sal-004,Marketing User,False,perm-sal-01-01,contacts,write,write,False,2026-04-21T12:44:11.753005
ENT-000375,ID-0071,acct-act-ID-0071-40d8a7,active_directory,role-act-004,Remote Desktop Users,False,perm-act-04-00,gpo,read,read,False,2026-05-01T12:44:11.753005
ENT-000376,ID-0072,acct-okt-ID-0072-d3fa82,okta,role-okt-003,Everyone,False,perm-okt-04-00,policies,read,read,False,2026-01-01T12:44:11.753005
ENT-000377,ID-0072,acct-okt-ID-0072-d3fa82,okta,role-okt-003,Everyone,False,perm-okt-00-00,sso-apps,read,read,False,2026-01-01T12:44:11.753005
ENT-000378,ID-0072,acct-okt-ID-0072-d3fa82,okta,role-okt-003,Everyone,False,perm-okt-02-00,user-management,read,read,False,2026-01-01T12:44:11.753005
ENT-000379,ID-0072,acct-okt-ID-0072-d3fa82,okta,role-okt-003,Everyone,False,perm-okt-03-01,api-tokens,write,write,False,2026-01-01T12:44:11.753005
ENT-000380,ID-0072,acct-okt-ID-0072-d3fa82,okta,role-okt-003,Everyone,False,perm-okt-04-02,policies,create,write,False,2026-01-01T12:44:11.753005
ENT-000381,ID-0072,acct-act-ID-0072-ffdda1,active_directory,role-act-004,Remote Desktop Users,False,perm-act-04-00,gpo,read,read,False,2025-11-10T12:44:11.753005
ENT-000382,ID-0073,acct-sal-ID-0073-abf63d,salesforce,role-sal-003,Read Only,False,perm-sal-03-00,reports,read,read,False,2026-03-16T12:44:11.753005
ENT-000383,ID-0073,acct-sal-ID-0073-abf63d,salesforce,role-sal-003,Read Only,False,perm-sal-03-02,reports,create,write,False,2026-03-16T12:44:11.753005
ENT-000384,ID-0073,acct-sal-ID-0073-abf63d,salesforce,role-sal-003,Read Only,False,perm-sal-04-03,setup,delete,admin,True,2026-03-16T12:44:11.753005
ENT-000385,ID-0073,acct-sal-ID-0073-abf63d,salesforce,role-sal-003,Read Only,False,perm-sal-03-03,reports,delete,admin,True,2026-03-16T12:44:11.753005
ENT-000386,ID-0073,acct-git-ID-0073-9c4e82,github,role-git-002,Member,False,perm-git-01-03,repos:public,delete,admin,True,2026-01-10T12:44:11.753005
ENT-000387,ID-0073,acct-git-ID-0073-9c4e82,github,role-git-002,Member,False,perm-git-00-02,repos:private,create,write,False,2026-01-10T12:44:11.753005
ENT-000388,ID-0073,acct-aws-ID-0073-2d9927,aws_iam,role-aws-006,EC2Viewer,False,perm-aws-04-02,lambda:*,create,write,False,2025-06-23T12:44:11.753005
ENT-000389,ID-0073,acct-aws-ID-0073-2d9927,aws_iam,role-aws-006,EC2Viewer,False,perm-aws-00-02,s3://prod-data,create,write,False,2025-06-23T12:44:11.753005
ENT-000390,ID-0074,acct-aws-ID-0074-8272af,aws_iam,role-aws-003,ReadOnlyAccess,False,perm-aws-05-02,kms:*,create,write,False,2025-08-18T12:44:11.753005
ENT-000391,ID-0074,acct-aws-ID-0074-8272af,aws_iam,role-aws-003,ReadOnlyAccess,False,perm-aws-02-02,iam:*,create,write,False,2025-08-18T12:44:11.753005
ENT-000392,ID-0074,acct-aws-ID-0074-8272af,aws_iam,role-aws-003,ReadOnlyAccess,False,perm-aws-04-02,lambda:*,create,write,False,2025-08-18T12:44:11.753005
ENT-000393,ID-0074,acct-aws-ID-0074-8272af,aws_iam,role-aws-003,ReadOnlyAccess,False,perm-aws-04-01,lambda:*,write,write,False,2025-08-18T12:44:11.753005
ENT-000394,ID-0074,acct-aws-ID-0074-8272af,aws_iam,role-aws-003,ReadOnlyAccess,False,perm-aws-04-00,lambda:*,read,read,False,2025-08-18T12:44:11.753005
ENT-000395,ID-0074,acct-okt-ID-0074-e8aebb,okta,role-okt-005,Help Desk Admin,False,perm-okt-01-01,mfa-config,write,write,False,2026-03-23T12:44:11.753005
ENT-000396,ID-0074,acct-okt-ID-0074-e8aebb,okta,role-okt-005,Help Desk Admin,False,perm-okt-00-01,sso-apps,write,write,False,2026-03-23T12:44:11.753005
ENT-000397,ID-0074,acct-okt-ID-0074-e8aebb,okta,role-okt-005,Help Desk Admin,False,perm-okt-04-03,policies,delete,admin,True,2026-03-23T12:44:11.753005
ENT-000398,ID-0074,acct-act-ID-0074-acd8e2,active_directory,role-act-003,Domain User,False,perm-act-02-01,exchange,write,write,False,2026-05-23T12:44:11.753005
ENT-000399,ID-0074,acct-act-ID-0074-acd8e2,active_directory,role-act-003,Domain User,False,perm-act-01-00,file-server,read,read,False,2026-05-23T12:44:11.753005
ENT-000400,ID-0074,acct-act-ID-0074-acd8e2,active_directory,role-act-003,Domain User,False,perm-act-01-02,file-server,create,write,False,2026-05-23T12:44:11.753005
ENT-000401,ID-0074,acct-git-ID-0074-aab21a,github,role-git-003,Collaborator,False,perm-git-00-00,repos:private,read,read,False,2025-07-20T12:44:11.753005
ENT-000402,ID-0074,acct-git-ID-0074-aab21a,github,role-git-003,Collaborator,False,perm-git-03-02,packages,create,write,False,2025-07-20T12:44:11.753005
ENT-000403,ID-0074,acct-git-ID-0074-aab21a,github,role-git-003,Collaborator,False,perm-git-03-01,packages,write,write,False,2025-07-20T12:44:11.753005
ENT-000404,ID-0075,acct-git-ID-0075-4e9c2a,github,role-git-002,Member,False,perm-git-01-03,repos:public,delete,admin,True,2026-01-23T12:44:11.753005
ENT-000405,ID-0075,acct-git-ID-0075-4e9c2a,github,role-git-002,Member,False,perm-git-00-02,repos:private,create,write,False,2026-01-23T12:44:11.753005
ENT-000406,ID-0075,acct-sal-ID-0075-3547a6,salesforce,role-sal-005,Chatter User,False,perm-sal-03-01,reports,write,write,False,2025-12-14T12:44:11.753005
ENT-000407,ID-0075,acct-act-ID-0075-98d12e,active_directory,role-act-003,Domain User,False,perm-act-02-01,exchange,write,write,False,2026-06-03T12:44:11.753005
ENT-000408,ID-0075,acct-act-ID-0075-98d12e,active_directory,role-act-003,Domain User,False,perm-act-01-00,file-server,read,read,False,2026-06-03T12:44:11.753005
ENT-000409,ID-0075,acct-act-ID-0075-98d12e,active_directory,role-act-003,Domain User,False,perm-act-01-02,file-server,create,write,False,2026-06-03T12:44:11.753005
ENT-000410,ID-0076,acct-git-ID-0076-996698,github,role-git-004,Triage,False,perm-git-03-02,packages,create,write,False,2026-03-06T12:44:11.753005
ENT-000411,ID-0076,acct-git-ID-0076-996698,github,role-git-004,Triage,False,perm-git-01-03,repos:public,delete,admin,True,2026-03-06T12:44:11.753005
ENT-000412,ID-0076,acct-act-ID-0076-f64e63,active_directory,role-act-003,Domain User,False,perm-act-02-01,exchange,write,write,False,2026-01-22T12:44:11.753005
ENT-000413,ID-0076,acct-act-ID-0076-f64e63,active_directory,role-act-003,Domain User,False,perm-act-01-00,file-server,read,read,False,2026-01-22T12:44:11.753005
ENT-000414,ID-0076,acct-act-ID-0076-f64e63,active_directory,role-act-003,Domain User,False,perm-act-01-02,file-server,create,write,False,2026-01-22T12:44:11.753005
ENT-000415,ID-0077,acct-act-ID-0077-3799d4,active_directory,role-act-005,DNS Admins,False,perm-act-03-01,dns,write,write,False,2026-02-13T12:44:11.753005
ENT-000416,ID-0077,acct-act-ID-0077-3799d4,active_directory,role-act-005,DNS Admins,False,perm-act-01-01,file-server,write,write,False,2026-02-13T12:44:11.753005
ENT-000417,ID-0077,acct-aws-ID-0077-d01d82,aws_iam,role-aws-006,EC2Viewer,False,perm-aws-04-02,lambda:*,create,write,False,2025-07-30T12:44:11.753005
ENT-000418,ID-0077,acct-aws-ID-0077-d01d82,aws_iam,role-aws-006,EC2Viewer,False,perm-aws-00-02,s3://prod-data,create,write,False,2025-07-30T12:44:11.753005
ENT-000419,ID-0077,acct-git-ID-0077-23eef1,github,role-git-004,Triage,False,perm-git-03-02,packages,create,write,False,2026-05-03T12:44:11.753005
ENT-000420,ID-0077,acct-git-ID-0077-23eef1,github,role-git-004,Triage,False,perm-git-01-03,repos:public,delete,admin,True,2026-05-03T12:44:11.753005
ENT-000421,ID-0077,acct-sal-ID-0077-cc3b98,salesforce,role-sal-004,Marketing User,False,perm-sal-01-01,contacts,write,write,False,2026-03-03T12:44:11.753005
ENT-000422,ID-0078,acct-okt-ID-0078-5b1289,okta,role-okt-004,App User,False,perm-okt-02-01,user-management,write,write,False,2026-03-31T12:44:11.753005
ENT-000423,ID-0078,acct-aws-ID-0078-8e3b75,aws_iam,role-aws-006,EC2Viewer,False,perm-aws-04-02,lambda:*,create,write,False,2025-07-22T12:44:11.753005
ENT-000424,ID-0078,acct-aws-ID-0078-8e3b75,aws_iam,role-aws-006,EC2Viewer,False,perm-aws-00-02,s3://prod-data,create,write,False,2025-07-22T12:44:11.753005
ENT-000425,ID-0078,acct-sal-ID-0078-f2f9b0,salesforce,role-sal-003,Read Only,False,perm-sal-03-00,reports,read,read,False,2025-07-22T12:44:11.753005
ENT-000426,ID-0078,acct-sal-ID-0078-f2f9b0,salesforce,role-sal-003,Read Only,False,perm-sal-03-02,reports,create,write,False,2025-07-22T12:44:11.753005
ENT-000427,ID-0078,acct-sal-ID-0078-f2f9b0,salesforce,role-sal-003,Read Only,False,perm-sal-04-03,setup,delete,admin,True,2025-07-22T12:44:11.753005
ENT-000428,ID-0078,acct-sal-ID-0078-f2f9b0,salesforce,role-sal-003,Read Only,False,perm-sal-03-03,reports,delete,admin,True,2025-07-22T12:44:11.753005
ENT-000429,ID-0079,acct-okt-ID-0079-a6eaca,okta,role-okt-003,Everyone,False,perm-okt-04-00,policies,read,read,False,2025-09-27T12:44:11.753005
ENT-000430,ID-0079,acct-okt-ID-0079-a6eaca,okta,role-okt-003,Everyone,False,perm-okt-00-00,sso-apps,read,read,False,2025-09-27T12:44:11.753005
ENT-000431,ID-0079,acct-okt-ID-0079-a6eaca,okta,role-okt-003,Everyone,False,perm-okt-02-00,user-management,read,read,False,2025-09-27T12:44:11.753005
ENT-000432,ID-0079,acct-okt-ID-0079-a6eaca,okta,role-okt-003,Everyone,False,perm-okt-03-01,api-tokens,write,write,False,2025-09-27T12:44:11.753005
ENT-000433,ID-0079,acct-okt-ID-0079-a6eaca,okta,role-okt-003,Everyone,False,perm-okt-04-02,policies,create,write,False,2025-09-27T12:44:11.753005
ENT-000434,ID-0079,acct-aws-ID-0079-20ffcb,aws_iam,role-aws-006,EC2Viewer,False,perm-aws-04-02,lambda:*,create,write,False,2025-06-29T12:44:11.753005
ENT-000435,ID-0079,acct-aws-ID-0079-20ffcb,aws_iam,role-aws-006,EC2Viewer,False,perm-aws-00-02,s3://prod-data,create,write,False,2025-06-29T12:44:11.753005
ENT-000436,ID-0079,acct-git-ID-0079-6ae5a6,github,role-git-002,Member,False,perm-git-01-03,repos:public,delete,admin,True,2026-04-28T12:44:11.753005
ENT-000437,ID-0079,acct-git-ID-0079-6ae5a6,github,role-git-002,Member,False,perm-git-00-02,repos:private,create,write,False,2026-04-28T12:44:11.753005
ENT-000438,ID-0079,acct-act-ID-0079-b9610d,active_directory,role-act-004,Remote Desktop Users,False,perm-act-04-00,gpo,read,read,False,2026-05-15T12:44:11.753005
ENT-000439,ID-0080,acct-aws-ID-0080-1cc8b1,aws_iam,role-aws-004,S3ReadOnly,False,perm-aws-01-00,ec2:*,read,read,False,2026-04-17T12:44:11.753005
ENT-000440,ID-0080,acct-aws-ID-0080-1cc8b1,aws_iam,role-aws-004,S3ReadOnly,False,perm-aws-05-01,kms:*,write,write,False,2026-04-17T12:44:11.753005
ENT-000441,ID-0080,acct-git-ID-0080-004a36,github,role-git-003,Collaborator,False,perm-git-00-00,repos:private,read,read,False,2026-02-12T12:44:11.753005
ENT-000442,ID-0080,acct-git-ID-0080-004a36,github,role-git-003,Collaborator,False,perm-git-03-02,packages,create,write,False,2026-02-12T12:44:11.753005
ENT-000443,ID-0080,acct-git-ID-0080-004a36,github,role-git-003,Collaborator,False,perm-git-03-01,packages,write,write,False,2026-02-12T12:44:11.753005
ENT-000444,ID-0080,acct-sal-ID-0080-b46552,salesforce,role-sal-004,Marketing User,False,perm-sal-01-01,contacts,write,write,False,2026-01-19T12:44:11.753005
ENT-000445,ID-0080,acct-act-ID-0080-4981c8,active_directory,role-act-003,Domain User,False,perm-act-02-01,exchange,write,write,False,2025-07-28T12:44:11.753005
ENT-000446,ID-0080,acct-act-ID-0080-4981c8,active_directory,role-act-003,Domain User,False,perm-act-01-00,file-server,read,read,False,2025-07-28T12:44:11.753005
ENT-000447,ID-0080,acct-act-ID-0080-4981c8,active_directory,role-act-003,Domain User,False,perm-act-01-02,file-server,create,write,False,2025-07-28T12:44:11.753005
ENT-000448,ID-0081,acct-okt-ID-0081-1acb73,okta,role-okt-004,App User,False,perm-okt-02-01,user-management,write,write,False,2026-05-16T12:44:11.753005
ENT-000449,ID-0081,acct-sal-ID-0081-092bfe,salesforce,role-sal-004,Marketing User,False,perm-sal-01-01,contacts,write,write,False,2025-10-03T12:44:11.753005
ENT-000450,ID-0082,acct-git-ID-0082-24e511,github,role-git-004,Triage,False,perm-git-03-02,packages,create,write,False,2026-01-03T12:44:11.753005
ENT-000451,ID-0082,acct-git-ID-0082-24e511,github,role-git-004,Triage,False,perm-git-01-03,repos:public,delete,admin,True,2026-01-03T12:44:11.753005
ENT-000452,ID-0082,acct-sal-ID-0082-7a7bcc,salesforce,role-sal-002,Standard User,False,perm-sal-01-01,contacts,write,write,False,2026-04-21T12:44:11.753005
ENT-000453,ID-0082,acct-sal-ID-0082-7a7bcc,salesforce,role-sal-002,Standard User,False,perm-sal-04-04,setup,admin,admin,True,2026-04-21T12:44:11.753005
ENT-000454,ID-0082,acct-act-ID-0082-f5ba8c,active_directory,role-act-005,DNS Admins,False,perm-act-03-01,dns,write,write,False,2026-03-28T12:44:11.753005
ENT-000455,ID-0082,acct-act-ID-0082-f5ba8c,active_directory,role-act-005,DNS Admins,False,perm-act-01-01,file-server,write,write,False,2026-03-28T12:44:11.753005
ENT-000456,ID-0083,acct-okt-ID-0083-c4da2e,okta,role-okt-005,Help Desk Admin,False,perm-okt-01-01,mfa-config,write,write,False,2025-09-24T12:44:11.753005
ENT-000457,ID-0083,acct-okt-ID-0083-c4da2e,okta,role-okt-005,Help Desk Admin,False,perm-okt-00-01,sso-apps,write,write,False,2025-09-24T12:44:11.753005
ENT-000458,ID-0083,acct-okt-ID-0083-c4da2e,okta,role-okt-005,Help Desk Admin,False,perm-okt-04-03,policies,delete,admin,True,2025-09-24T12:44:11.753005
ENT-000459,ID-0083,acct-aws-ID-0083-f462e9,aws_iam,role-aws-005,CloudWatchReadOnly,False,perm-aws-00-02,s3://prod-data,create,write,False,2026-03-26T12:44:11.753005
ENT-000460,ID-0083,acct-aws-ID-0083-f462e9,aws_iam,role-aws-005,CloudWatchReadOnly,False,perm-aws-00-01,s3://prod-data,write,write,False,2026-03-26T12:44:11.753005
ENT-000461,ID-0083,acct-aws-ID-0083-f462e9,aws_iam,role-aws-005,CloudWatchReadOnly,False,perm-aws-00-03,s3://prod-data,delete,admin,True,2026-03-26T12:44:11.753005
ENT-000462,ID-0083,acct-aws-ID-0083-f462e9,aws_iam,role-aws-005,CloudWatchReadOnly,False,perm-aws-01-00,ec2:*,read,read,False,2026-03-26T12:44:11.753005
ENT-000463,ID-0083,acct-git-ID-0083-cb49e8,github,role-git-003,Collaborator,False,perm-git-00-00,repos:private,read,read,False,2026-05-28T12:44:11.753005
ENT-000464,ID-0083,acct-git-ID-0083-cb49e8,github,role-git-003,Collaborator,False,perm-git-03-02,packages,create,write,False,2026-05-28T12:44:11.753005
ENT-000465,ID-0083,acct-git-ID-0083-cb49e8,github,role-git-003,Collaborator,False,perm-git-03-01,packages,write,write,False,2026-05-28T12:44:11.753005
ENT-000466,ID-0083,acct-act-ID-0083-deb2c9,active_directory,role-act-003,Domain User,False,perm-act-02-01,exchange,write,write,False,2026-03-20T12:44:11.753005
ENT-000467,ID-0083,acct-act-ID-0083-deb2c9,active_directory,role-act-003,Domain User,False,perm-act-01-00,file-server,read,read,False,2026-03-20T12:44:11.753005
ENT-000468,ID-0083,acct-act-ID-0083-deb2c9,active_directory,role-act-003,Domain User,False,perm-act-01-02,file-server,create,write,False,2026-03-20T12:44:11.753005
ENT-000469,ID-0084,acct-aws-ID-0084-8843c2,aws_iam,role-aws-005,CloudWatchReadOnly,False,perm-aws-00-02,s3://prod-data,create,write,False,2026-05-24T12:44:11.753005
ENT-000470,ID-0084,acct-aws-ID-0084-8843c2,aws_iam,role-aws-005,CloudWatchReadOnly,False,perm-aws-00-01,s3://prod-data,write,write,False,2026-05-24T12:44:11.753005
ENT-000471,ID-0084,acct-aws-ID-0084-8843c2,aws_iam,role-aws-005,CloudWatchReadOnly,False,perm-aws-00-03,s3://prod-data,delete,admin,True,2026-05-24T12:44:11.753005
ENT-000472,ID-0084,acct-aws-ID-0084-8843c2,aws_iam,role-aws-005,CloudWatchReadOnly,False,perm-aws-01-00,ec2:*,read,read,False,2026-05-24T12:44:11.753005
ENT-000473,ID-0084,acct-git-ID-0084-0b21c6,github,role-git-004,Triage,False,perm-git-03-02,packages,create,write,False,2026-01-11T12:44:11.753005
ENT-000474,ID-0084,acct-git-ID-0084-0b21c6,github,role-git-004,Triage,False,perm-git-01-03,repos:public,delete,admin,True,2026-01-11T12:44:11.753005
ENT-000475,ID-0084,acct-okt-ID-0084-db9bdd,okta,role-okt-003,Everyone,False,perm-okt-04-00,policies,read,read,False,2025-10-25T12:44:11.753005
ENT-000476,ID-0084,acct-okt-ID-0084-db9bdd,okta,role-okt-003,Everyone,False,perm-okt-00-00,sso-apps,read,read,False,2025-10-25T12:44:11.753005
ENT-000477,ID-0084,acct-okt-ID-0084-db9bdd,okta,role-okt-003,Everyone,False,perm-okt-02-00,user-management,read,read,False,2025-10-25T12:44:11.753005
ENT-000478,ID-0084,acct-okt-ID-0084-db9bdd,okta,role-okt-003,Everyone,False,perm-okt-03-01,api-tokens,write,write,False,2025-10-25T12:44:11.753005
ENT-000479,ID-0084,acct-okt-ID-0084-db9bdd,okta,role-okt-003,Everyone,False,perm-okt-04-02,policies,create,write,False,2025-10-25T12:44:11.753005
ENT-000480,ID-0085,acct-sal-ID-0085-8e208d,salesforce,role-sal-002,Standard User,False,perm-sal-01-01,contacts,write,write,False,2025-12-30T12:44:11.753005
ENT-000481,ID-0085,acct-sal-ID-0085-8e208d,salesforce,role-sal-002,Standard User,False,perm-sal-04-04,setup,admin,admin,True,2025-12-30T12:44:11.753005
ENT-000482,ID-0085,acct-aws-ID-0085-d43f25,aws_iam,role-aws-006,EC2Viewer,False,perm-aws-04-02,lambda:*,create,write,False,2026-04-08T12:44:11.753005
ENT-000483,ID-0085,acct-aws-ID-0085-d43f25,aws_iam,role-aws-006,EC2Viewer,False,perm-aws-00-02,s3://prod-data,create,write,False,2026-04-08T12:44:11.753005
ENT-000484,ID-0086,acct-sal-ID-0086-622eb3,salesforce,role-sal-004,Marketing User,False,perm-sal-01-01,contacts,write,write,False,2025-11-30T12:44:11.753005
ENT-000485,ID-0086,acct-git-ID-0086-f686e4,github,role-git-004,Triage,False,perm-git-03-02,packages,create,write,False,2026-01-21T12:44:11.753005
ENT-000486,ID-0086,acct-git-ID-0086-f686e4,github,role-git-004,Triage,False,perm-git-01-03,repos:public,delete,admin,True,2026-01-21T12:44:11.753005
ENT-000487,ID-0087,acct-okt-ID-0087-c6ffe8,okta,role-okt-003,Everyone,False,perm-okt-04-00,policies,read,read,False,2026-03-27T12:44:11.753005
ENT-000488,ID-0087,acct-okt-ID-0087-c6ffe8,okta,role-okt-003,Everyone,False,perm-okt-00-00,sso-apps,read,read,False,2026-03-27T12:44:11.753005
ENT-000489,ID-0087,acct-okt-ID-0087-c6ffe8,okta,role-okt-003,Everyone,False,perm-okt-02-00,user-management,read,read,False,2026-03-27T12:44:11.753005
ENT-000490,ID-0087,acct-okt-ID-0087-c6ffe8,okta,role-okt-003,Everyone,False,perm-okt-03-01,api-tokens,write,write,False,2026-03-27T12:44:11.753005
ENT-000491,ID-0087,acct-okt-ID-0087-c6ffe8,okta,role-okt-003,Everyone,False,perm-okt-04-02,policies,create,write,False,2026-03-27T12:44:11.753005
ENT-000492,ID-0087,acct-sal-ID-0087-d33c81,salesforce,role-sal-005,Chatter User,False,perm-sal-03-01,reports,write,write,False,2026-01-13T12:44:11.753005
ENT-000493,ID-0087,acct-aws-ID-0087-202bf2,aws_iam,role-aws-005,CloudWatchReadOnly,False,perm-aws-00-02,s3://prod-data,create,write,False,2025-06-24T12:44:11.753005
